id,TITLE,CREATOR,INNOPAC,LINK,coverage_place,COVERAGE_REGION,FILE_BROWSE,FURTHER_INFO,,LATITUDE,LONGITUDE,ORIGINAL_FORMAT,PUBLISHER,PLACE_OF_CREATION,ADDITIONAL_CREATOR,COVERAGE_PERIOD,COVERAGE_YEAR
5860,Port Augusta from the air 1942,Australia. Dept. of the Interior,http://www.catalog.slsa.sa.gov.au/record=b1430890,http://www.samemory.sa.gov.au/site/page.cfm?c=5860,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/searcy/06/PRG280_1_6_167.jpg</link> ,"<div><div>This map shows an aerial view of Port Augusta in 1942, and provides an idea of how Port Augusta had developed and grown to this point. Compare with the aerial photograph taken three years later in 1945.</div></div>",,-32.5,137.76,Map,,Canberra,,1939-1945,NULL
5861,"Port Augusta  : the railway, shipping and distributing centre",,http://www.catalog.slsa.sa.gov.au/record=b1901092,http://www.samemory.sa.gov.au/site/page.cfm?c=5861,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/samemory/portAugusta/maps/35118003300646/zcm_35118003300646_r.jpg</link>           <link>http://images.slsa.sa.gov.au/samemory/portAugusta/maps/35118003300646/zcm_35118003300646_v.jpg</link> ,"<div><div>  <div>3 maps on 1 sheet.</div>  <div>The optimism for Port Augusta's progress and future is evident with slogans on the map including The Site of Big Terminals, Port Augusta - The Inevitable Point of Location for Great Factories and Warehouses.</div>  <div>The Transcontinental Railway was in the latter stages of its construction. Finally in 1917 the Australian continent would be crossed from east to west by rail, with Port Augusta the hub of operations with workshops, and all the other facilities required for the long rail crossing.</div>  </div></div>",,-32.5,137.76,Map,Commonwealth Railways?,"[Melbourne,Vic.?","Daniel, H. C",1914-1918,NULL
5862,"Map of the mines of South Australia, 1863",,http://www.catalog.slsa.sa.gov.au/record=b1622511,http://www.samemory.sa.gov.au/site/page.cfm?c=5862,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/searcy/06/PRG280_1_6_167.jpg</link> ,,,-32.5,137.76,Map,Libraries Board of South Australia,Adelaide,"Austin, J. B. (John Baptist), 1827-1896",1852-1883,NULL
5863,Plan of valuable building allotments in the township of Port Augusta Extention,,http://www.catalog.slsa.sa.gov.au/record=b1749002,http://www.samemory.sa.gov.au/site/page.cfm?c=5863,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/searcy/06/PRG280_1_6_167.jpg</link> ,"<div><div>Port Augusta experienced a boom in the 1880s, like many other Australian country towns; along with a rapid expansion in population there was a building boom, which included 12 hotels. Residential areas also increased. The Extension was two to three kilometres northeast of the waterfront.</div></div>",,-32.5,137.76,Map,J.H. Sherring &amp; Co. Lithographers and Printers,Adelaide,"Addison, H. M Sherring, J. H.",1852-1883,NULL
5864,Plan shewing the Adelaide and Port Darwin telegraph line [map],,http://www.catalog.slsa.sa.gov.au/record=b1915113,http://www.samemory.sa.gov.au/site/page.cfm?c=5864,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/samemory/portAugusta/maps/35118003300547/zcm_35118003300547.jpg</link> ,"<div><div> <div>The first pole of the southern section for the Overland Telegraph Line to Darwin was planted in Port Augusta 1 October 1870. This telegraph line which was completed in 1871 together with the submarine cable from Asia opened up direct telegraphic communication with Europe.</div> <div>Port Augusta was also the main supply point for both the southern and central sections of the OTL, with men and supplies passing through the town.</div> </div></div>",,-32.5,137.76,Map,,,"Ward, F.C. Brooks, J. Hardy, W.M.",1852-1883,NULL
5865,South Australia. Chart of the approach to Port Augusta [map],,http://www.catalog.slsa.sa.gov.au/record=b1816959,http://www.samemory.sa.gov.au/site/page.cfm?c=5865,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/samemory/portAugusta/maps/35118003300554/zcm_35118003300554.jpg</link> ,"<div><div>Captain Matthew Flinders in his voyage of discovery in 1802 first navigated the waters of Spencer Gulf. In March of that year he anchored his ship <em>Investigator</em> not far from the present city of Port Augusta, where he explored the head of the gulf to determine whether the gulf might open a way into the interior, or even be a strait connecting with the Gulf of Carpentaria and dividing the continent in two.</div></div>",,-32.5,137.76,Map,,,South Australia. Engineer-in-chief&apos;s office.,1884-1913,NULL
5866,South Australian railways [map],,http://www.catalog.slsa.sa.gov.au/record=b1915079,http://www.samemory.sa.gov.au/site/page.cfm?c=5866,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/samemory/portAugusta/maps/35118003300513/zcm_35118003300513.jpg</link> ,"<div><div> <p>Map shows the different gauge lines, those lines under construction (Port Augusta to Kalgoorlie), the private line from Iron Knob, the northern line to Oodnadatta, the Overland Telegraph Line, place and station names and some geographic features. Inset: enlargement showing railways near Adelaide.</p> </div></div>",,-32.5,137.76,Map,,,,1914-1918,NULL
5867,Map shewing lines of railways in South Australia,,http://www.catalog.slsa.sa.gov.au/record=b1915103,http://www.samemory.sa.gov.au/site/page.cfm?c=5867,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/samemory/portAugusta/maps/35118003300539/zcm_35118003300539.jpg</link> ,,,-32.5,137.76,Map,Surveyor General&apos;s Office,Adelaide,South Australia. Engineer-in-Chief&apos;s Office,1884-1913,NULL
5869,Port Augusta: view from the wharf (Watercolour),"Wood, Thomas 1854-1937",http://www.catalog.slsa.sa.gov.au/record=b2194305,http://www.samemory.sa.gov.au/site/page.cfm?c=5869,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/samemory/portAugusta/PRG1344_9.jpg</link> ,"<div><p>Thomas Wood was an accomplished amateur watercolour artist. He was born in England about 1854, choosing a vocation in the Church of England. He was curate of St Paul's, Blackburn from 1878-1880 (having been made a deacon in 1878 and ordained as a priest at Manchester Cathedral in 1879). From 1880-1883 he was Railway Chaplain at Podanur, Madras.</p>  <p>He then travelled to South Australia where he became the incumbent at Robe (1884-1887). He was rector of Wallaroo (1887-1902) and at Willunga, Aldinga and Noarlunga (with McLaren Vale from 1911) for the period 1902-1921. He then worked as a licensed preacher in the Adelaide Diocese from 1921 until 1936 whilst living at Walkerville. He died on 12 November 1937, aged 83.</p></div>",,-32.5,137.76,Artwork,,South Australia,,1884-1913,NULL
5870,"Port Augusta, 1909 (watercolour)","Wood, Thomas 1854-1937",http://www.catalog.slsa.sa.gov.au/record=b2194306,http://www.samemory.sa.gov.au/site/page.cfm?c=5870,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/samemory/portAugusta/prg1344/PRG1344_10.jpg</link> ,"<div><div>Thomas Wood was an accomplished amateur watercolour artist. He was born in England about 1854, choosing a vocation in the Church of England. He was curate of St Paul's, Blackburn from 1878-1880 (having been made a deacon in 1878 and ordained as a priest at Manchester Cathedral in 1879). From 1880-1883 he was Railway Chaplain at Podanur, Madras, then travelled to South ustralia where he became the incumbent at Robe (1884-1887). He was rector of Wallaroo (1887-1902) and at Willunga, Aldinga and Noarlunga (with McLaren Vale from 1911) for the period 1902-1921. He then worked as a licensed preacher in the Adelaide Diocese from 1921 until 1936 whilst living at Walkerville. He died on 12 November 1937, aged 83.</div></div>",,-32.5,137.76,Artwork,,South Australia,,1884-1913,NULL
5871,Interview with Dr John Thompson [sound recording],"Thompson, John, Dr, 1914-",http://www.catalog.slsa.sa.gov.au/record=b2181719,http://www.samemory.sa.gov.au/site/page.cfm?c=5871,Port Augusta,Flinders Ranges and Far North - Outback,<link>/webdata/resources/images/audioFile1.gif</link> ,<div><div>  <p>The interview focuses on Dr Thompson's work as a doctor in Port Augusta and for the Royal Flying Doctor Service in outback South Australia from 1940 to 1980.</p>  <p>Dr Thompson was awarded an Order of Australia in 1997 for service to medicine and hospital administration through the Port Augusta hospital for over 35 years.</p>  </div></div>,,-32.5,137.76,Oral History,,South Australia,"Stephenson, Sally",1946-1979,NULL
5872,Interview with Ron Fitch [sound recording],"Fitch, Ron",http://www.catalog.slsa.sa.gov.au/record=b2181000,http://www.samemory.sa.gov.au/site/page.cfm?c=5872,Port Augusta,Flinders Ranges and Far North - Outback,<link>/webdata/resources/images/audioFile1.gif</link> ,"<div><div>  <p>Memories of his life in railways from beginning to the end of his career and the greatest changes in railways that he saw.</p>  <p>Ron Fitch talks about his life with the railways, beginning with his Father's occupation in WA Government Railways and in Victoria and his own fascination with railways. The tape includes his education at school and University; early career in the Perth Drawing Office of Civil Engineering Office of Railways and other practical work. Surveying in the bush and track maintenance; Cadetship work and unemployment relief after onset of Great Depression. His first posting with WA Railways. Nature of work in the Murchison and how they accomplished it by hand labour. Return to Perth and design staff in September 1937. Ron's transfer to Kalgoorlie from Narrogin and fieldwork. Declaration of Second World War. Standardisation of rail gauge project; appointed Engineer-in-Charge of Design for Standard Gauge and the pursuit of his Master of Engineering. Takes up Commonwealth Railways posting at Port Augusta. Maintenance of Transcontinental Line. Major problems of distance and staff welfare. Moves to standardise gauges throughout Australia and how it all fell short in 1948. Port Augusta and his affection for the town. Application for and acceptance of job as Assistant to Commissioner of Railways in SA. Arrived Adelaide mid-1954; operational work of SA Railways. His work with Tom Playford. In 1966 he became SA Railways Commissioner and headed the Royal Commission into Transport in SA. His experiences as Railways Commissioner and an overview of changes.</p>  </div></div>",,-32.5,137.76,Oral History,,South Australia,"Linn, Rob",2001-,NULL
5873,Interview with Melva Waterman [sound recording],"Waterman, Melva, 1923-",http://www.catalog.slsa.sa.gov.au/record=b2178521,http://www.samemory.sa.gov.au/site/page.cfm?c=5873,Port Augusta,Flinders Ranges and Far North - Outback,<link>/webdata/resources/images/audioFile1.gif</link> ,"<div><div>Education in Port Augusta began in 1860 in an unstructured sort of way until the first public school, the Port Augusta Primary school was opened in November 1878.</div></div>",,-32.5,137.76,Oral History,,South Australia,"Baron, Neil",1980-2000,NULL
5874,Interview with Queenie and Harry Chapman [sound recording],South Australian Housing Trust,http://www.catalog.slsa.sa.gov.au/record=b2199808,http://www.samemory.sa.gov.au/site/page.cfm?c=5874,Port Augusta,Flinders Ranges and Far North - Outback,<link>/webdata/resources/images/audioFile1.gif</link> ,,,-32.5,137.76,Oral History,,South Australia,"Chapman, Queenie Chapman, Harry Marsden, Susan, 1952-",1980-2000,NULL
5876,"&quot;Moonta Ship&quot;, Port Augusta",,http://www.catalog.slsa.sa.gov.au/record=b2036831,http://www.samemory.sa.gov.au/site/page.cfm?c=5876,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/mpcimg/19500/B19255.jpg</link> ,"<div><div>  <p>Adelaide Steamship Company began operating in 1875 and over the next 50 years aggressively assumed control of much of South Australia's coastal shipping. The Company commenced its successful Gulf Trips in 1906 with the <em>Rupara</em>. The trip provided a cheap and accessible alternative to ocean voyaging and was popular for 50 years. MV <em>Moonta</em> was placed on the service in 1931 and continued on the Gulf Trip until 1955.</p>  <p>The <em>Moonta</em> was built by Burmeister &amp; Wain of Copenhagen in Denmark in 1931. She arrived in Adelaide in November of that year and made her last run of the Gulf Trip in January 1955. At 2,693 tons gross, <em>Moonta</em> carried 150 passengers was 288 feet long and had a cruising speed of 12.5 knots</p>  </div></div>",,-32.5,137.76,Photograph,,South Australia,,1946-1979,NULL
5877,The &apos;Moonta&apos; at Port Augusta,,http://www.catalog.slsa.sa.gov.au/record=b2125893,http://www.samemory.sa.gov.au/site/page.cfm?c=5877,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/mpcimg/70750/B70719_16.jpg</link> ,"<div><p>The <em>Moonta</em> was built by Burmeister &amp; Wain of Copenhagen in Denmark in 1931. She arrived in Adelaide in November of that year and made her last run of the Gulf Trip in January 1955. At 2,693 tons gross, <em>Moonta</em> carried 150 passengers was 288 feet long and had a cruising speed of 12.5 knots.</p>  <p>The Adelaide Steamship Company began its Gulf Trips in 1906 when their new ship <em>Rupara</em> arrived. The trip provided a cheap and accessible alternative to ocean voyaging and was popular for 50 years. MV <em>Moonta</em> was placed on the service in 1931 and continued on the Gulf Trip until 1955. These trips were phased out very shortly afterwards. The Gulf trip visited Port Lincoln, Whyalla, Port Augusta and Port Pirie. Passengers were entertained and the food and service were good. Tours were arranged when the ships reached port, while cargoe was discharged or taken aboard.</p>  <p>The Gulf trips provided opportunities for people to meet, for honeymoon trips and anniversary celebrations.</p></div>",,-32.5,137.76,Photograph,,South Australia,,1946-1979,NULL
5878,"&quot;Moonta Ship&quot;, Port Augusta",,http://www.catalog.slsa.sa.gov.au/record=b2036832,http://www.samemory.sa.gov.au/site/page.cfm?c=5878,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/mpcimg/19500/B19256.jpg</link> ,"<div><div>The <em>Moonta</em> was built by Burmeister &amp; Wain of Copenhagen in Denmark in 1931. She arrived in Adelaide in November of that year for service with the Adelaide Steamship Company, in particular servicing the popular 'Gulf Trip';  the ship made her last run of the Gulf Trip in January 1955. At 2,693 tons gross, <em>Moonta</em> carried 150 passengers was 288 feet long and had a cruising speed of 12.5 knots.</div>  <div>The Gulf Trip was one of the most popular South Australian holiday tours for fifty years. <em>Moonta</em> is the best remembered of the several ships which operated on the Gulf Trip, which in addition to passengers, carried cargo.</div></div>",,-32.5,137.76,Photograph,,South Australia,,1946-1979,NULL
5880,Ostrich farm north of Port Augusta,,http://www.catalog.slsa.sa.gov.au/record=b2036795,http://www.samemory.sa.gov.au/site/page.cfm?c=5880,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/mpcimg/12000/B11939.jpg</link> ,<div><div>The <a href=http://www.sabirding.com/sites-6.htm target=_blank>SA Birding</a> website reports that feral ostriches continue to roam Mount Arden Station north of Port Augusta.</div></div>,,-32.5,137.76,Photograph,,,,1884-1913,NULL
5881,"General Post Office, Adelaide","Sweet, Samuel White, 1825-1886, photographer",http://www.catalog.slsa.sa.gov.au/record=b2113959,http://www.samemory.sa.gov.au/site/page.cfm?c=5881,King William Street,Adelaide city,<link>http://images.slsa.sa.gov.au/mpcimg/58250/B58005_11.jpg</link> ,"<div><div> <p>This image is from an album of 50 photographs of Adelaide and country subjects.</p> <p>Samuel Sweet is well known as a photographer but he was also a ship's captain and a surveyor. Born at Portsea, England in 1825, Sweet joined the navy at around nineteen and traveled extensively to China and India. He was commander of the <em>Pizarro</em> (ship) and then the <em>Sarah Neumann</em> (ship) for N. J. Myers Son &amp; Co. of Liverpool.</p> <p>In 1867 he arrived in Adelaide where he worked as a photographer. He returned to sea again in 1869 and was in command of various vessels until 1875 when his ship, the <em>Wallaroo</em>, was involved in an accident. Captain Sweet was blamed and following an enquiry, retired from the sea.</p> <p>He then set up a photographic studio in Rundle Street, running a traveling photographic service from there. Sweet concentrated mainly on landscapes and became the colony's foremost documentary photographer of the 1870s.</p> <p> </p> </div></div>",,-34.02,138.67,Photograph,,,,1852-1883,NULL
5882,"Town Hall, Adelaide","Sweet, Samuel White, 1825-1886, photographer",http://www.catalog.slsa.sa.gov.au/record=b2113960,http://www.samemory.sa.gov.au/site/page.cfm?c=5882,King William Street,Adelaide city,<link>http://images.slsa.sa.gov.au/mpcimg/58250/B58005_12.jpg</link> ,<div><div>This image is from an album of 50 photographs of Adelaide and country subjects.</div></div>,,-34.02,138.67,Photograph,,,,1852-1883,NULL
5883,Shepherd&apos;s hut,"Sweet, Samuel White, 1825-1886, photographer",http://www.catalog.slsa.sa.gov.au/record=b2113961,http://www.samemory.sa.gov.au/site/page.cfm?c=5883,South Australia,,<link>http://images.slsa.sa.gov.au/mpcimg/58250/B58005_13.jpg</link> ,<div><div>This image is from an album of 50 photographs of Adelaide and country subjects.</div></div>,,-29.38,135.86,Photograph,,,,1852-1883,NULL
5885,"Stanley Street, North Adelaide looking south-east","Sweet, Samuel White, 1825-1886, photographer",http://www.catalog.slsa.sa.gov.au/record=b2113974,http://www.samemory.sa.gov.au/site/page.cfm?c=5885,North Adelaide,Adelaide city,<link>http://images.slsa.sa.gov.au/mpcimg/58250/B58005_23.jpg</link> ,<div><div>This image is from an album of 50 photographs of Adelaide and country subjects.</div></div>,,-34.9,138.59,Photograph,,,,1852-1883,NULL
5887,"King William Street, Adelaide","Sweet, Samuel White, 1825-1886, photographer.",http://www.catalog.slsa.sa.gov.au/record=b2113980,http://www.samemory.sa.gov.au/site/page.cfm?c=5887,King William Street,Adelaide city,<link>http://images.slsa.sa.gov.au/mpcimg/58250/B58005_29.jpg</link> ,"<div><p>This image is from an album of 50 photographs of Adelaide and country subjects.</p> <p><a href=/site/page.cfm?u=1135>Samuel Sweet</a> is well known as a photographer but he was also a ship's captain and a surveyor. Born in Portsea, England in 1825, Sweet joined the navy at around 19 years of age and traveled extensively to China and India. He was commander of the <em>Pizarro</em> (ship) and then the <em>Sarah Neumann</em> (ship) for N. J. Myers Son &amp; Co. of Liverpool. He arrived in Adelaide in 1867 and worked as a photographer.</p> <p>Captain Sweet went back to sea in 1869 and was in command of various vessels until 1875 when his ship was involved in an accident for which he was blamed. He then retired from the sea and set up a photographic studio in Rundle Street, Adelaide. He ran a traveling photographic service from there, mainly concentrating on landscapes. Sweet became South Australia's foremost documentary photographer of the 1870s.</p></div>",,-34.02,138.67,Photograph,,,,1852-1883,NULL
5888,"King William Street, with Glenelg train","Sweet, Samuel White, 1825-1886, photographer.",http://www.catalog.slsa.sa.gov.au/record=b2113982,http://www.samemory.sa.gov.au/site/page.cfm?c=5888,King William Street,Adelaide city,<link>http://images.slsa.sa.gov.au/mpcimg/58250/B58005_31.jpg</link> ,"<div><div> <p>The tramline as we know it today would never have existed had it not been for the railways. Trains were initially run by the Adelaide Glenelg and Suburban Railway Company Ltd. who later amalgamated with the Holdfast Bay Railway (<a href=http://www.railpage.org.au/tram/glenhist.html title=Glenelg Tramline early history>Glenelg Tramline early history</a>).</p> <p>This image is from an album of 50 photographs of Adelaide and country subjects.</p> <p><a href=/site/page.cfm?u=1135>Samuel Sweet</a> is well known as a photographer but he was also a ship's captain and a surveyor. Born in Portsea, England in 1825, Sweet joined the navy at around 19 years of age and traveled extensively to China and India. He was commander of the <em>Pizarro</em> (ship) and then the <em>Sarah Neumann</em> (ship) for N. J. Myers Son &amp; Co. of Liverpool. He arrived in Adelaide in 1867 and worked as a photographer.</p> <p>Captain Sweet went back to sea in 1869 and was in command of various vessels until 1875 when his ship was involved in an accident for which he was blamed. He then retired from the sea and set up a photographic studio in Rundle Street, Adelaide.  He ran a traveling photographic service from there, mainly concentrating on landscapes. Sweet became South Australia's foremost documentary photographer of the 1870s.</p> <p> </p> <p> </p> <p> </p> </div></div>",,-34.02,138.67,Photograph,,,,1852-1883,NULL
5894,"Theatre Royal, Adelaide","Sweet, Samuel White, 1825-1886, photographer",http://www.catalog.slsa.sa.gov.au/record=b2114033,http://www.samemory.sa.gov.au/site/page.cfm?c=5894,Hindley Street,Adelaide city,<link>http://images.slsa.sa.gov.au/mpcimg/58250/B58005_50.jpg</link> ,"<div><div>'La Fille du Tambour Major', a three act opera by Jacques Offenbach, was presented by George Musgrove's New London Opera Comique Company at the Theatre Royal in a season from 2 May-4 June 1881. This image is from an album of 50 photographs of Adelaide and country subjects.</div></div>",,-34.92,138.59,Photograph,,,,1852-1883,NULL
5896,Frearson&apos;s plan of Port Augusta,,http://www.catalog.slsa.sa.gov.au/record=b1901191,http://www.samemory.sa.gov.au/site/page.cfm?c=5896,Port Augusta,Flinders Ranges and Far North - Outback,<link>http://images.slsa.sa.gov.au/samemory/portAugusta/maps/35118003300620/zcm_35118003300620.jpg</link> ,,,-32.5,137.76,Map,Frearson&apos;s Printing House,Adelaide,"Frearson, Robert Sands",,NULL
5902,Hindmarsh: GH Michell and Sons employees,,http://www.catalog.slsa.sa.gov.au/record=b2025937,http://www.samemory.sa.gov.au/site/page.cfm?c=5902,Hindmarsh,Adelaide metropolitan area,<link>http://images.slsa.sa.gov.au/mpcimg/30000/B29829.jpg</link> ,,,-34.9,138.56,Photograph,,,,1884-1913,NULL
5909,Entomology of South Australia - Coleoptera,"Angas, George French, 1822-1886, artist",http://www.catalog.slsa.sa.gov.au/record=b2110034,http://www.samemory.sa.gov.au/site/page.cfm?c=5909,South Australia,"Adelaide city,Adelaide metropolitan area",<link>http://images.slsa.sa.gov.au/mpcimg/15500/B15276_50.jpg</link> ,"<div><div>  <div>This is one of 60 coloured lithographs found in the 1847 edition of 'South Australia Illustrated' by colonial artist George French Angas, together with a descriptive passage for each. The lithograph was created by William Wing from Angas' original painting. The date assigned is assumed to be approximately when the lithographs were created; the original paintings were done in earlier years.</div>  <div>  <p>George French Angas (1822-1886), naturalist and painter, was born on 25 April 1822 at Newcastle upon Tyne, England, fourth child and eldest son of George Fife Angas and his wife Rosetta, née French. George French Angas sailed for Australia in 1843 in the <em>Augustus</em>, arriving in Adelaide in January 1844.</p>  <p>Angas remained in South Australia until July when he left for New Zealand. He returned to South Australia in January 1845 and remained for six months. During these visits to South Australia, Angas travelled with William Giles to the area in the vicinity of the mouth of the River Murray, and with Governor (Sir) George Grey to the south-east of the province, Kangaroo Island and Port Lincoln. Angas recorded these journeys in watercolour drawings which were shown in Adelaide in June 1845 in the Legislative Council chamber.</p>  </div>  </div></div>",,-29.38,135.86,Artwork,,,"Wing, William",1836-1851,NULL
5916,South Australian Botany (native flowers),"Angas, George French, 1822-1886, artist",http://www.catalog.slsa.sa.gov.au/record=b2110039,http://www.samemory.sa.gov.au/site/page.cfm?c=5916,South Australia,,<link>http://images.slsa.sa.gov.au/mpcimg/15500/B15276_55.jpg</link> ,"<div><div>  <p>Illustration of ten native flowers. Named and described as : Murray lily (Crinum pedunculatum - centre); Garland lily (Calostemma purpureum - pink flowers, centre); Loranthus (top left); Rice flower (Pimelea - top, second from left); Corroea (top, right); pale colour variety of corroea (top, second from right); Fan flower (Scaevola - bottom left); Cranberry heath (Astroloma - bottom, second from left); Oxalis microphylla (bottom, second from right); Emu bush (Eremophila - bottom right).</p>  <p>This is one of 60 coloured lithographs found in the 1847 edition of <em><a href=http://www.catalog.slsa.sa.gov.au/record=b1257845>South Australia illustrated</a></em> by colonial artist George French Angas, together with a descriptive passage for each. The lithograph was created by an unatrributed artist from Angas' original painting. The date assigned is assumed to be approximately when the lithographs were created; the original paintings were done in earlier years.</p>  <p>George French Angas (1822-1886), naturalist and painter, was born on 25 April 1822 at Newcastle upon Tyne, England, fourth child and eldest son of George Fife Angas and his wife Rosetta, née French. He sailed for Australia in 1843 in the <em>Augustus</em>, reached Adelaide in January 1844, and joined Grey on his expedition and his paintings, published several years later in 'South Australia illustrated' and form a valuable record of the South Australian landscape before it was much changed by white settlement. Angas remained in South Australia until July when he left for New Zealand. He returned to South Australia in January 1845 and remained for six months. During these visits to South Australia Angas went with William Giles to the area in the vicinity of the mouth of the River Murray, and with Governor (Sir) George Grey to the south-east of the province, Kangaroo Island and Port Lincoln. These journeys Angas recorded in water-colour drawings which were shown in Adelaide in June 1845 in the Legislative Council chamber.</p>  </div></div>",,-29.38,135.86,Book,Thomas McLean,London,"Giles, J.W.",1836-1851,NULL
5917,"Encampment of Native Women, near Cape Jervis; and Natives of Encounter Bay","Angas, George French, 1822-1886, artist",http://www.catalog.slsa.sa.gov.au/record=b2110040,http://www.samemory.sa.gov.au/site/page.cfm?c=5917,Encounter Bay,Fleurieu Peninsula,<link>http://images.slsa.sa.gov.au/mpcimgr/15500/B15276_56.jpg</link> ,"<div><div>  <p>This is one of 60 coloured lithographs found in the 1847 edition of 'South Australia Illustrated' by colonial artist George French Angas, together with a descriptive passage for each. The lithograph was created by J.W. Giles from Angas' original painting. The date assigned is assumed to be approximately when the lithographs were created; the original paintings were done in earlier years.</p>  <div>  <p>George French Angas (1822-1886), naturalist and painter, was born on 25 April 1822 at Newcastle upon Tyne, England, fourth child and eldest son of George Fife Angas and his wife Rosetta, née French. George French Angas sailed for Australia in 1843 in the <em>Augustus</em>, arriving in Adelaide in January 1844.</p>  <p>Angas remained in South Australia until July when he left for New Zealand. He returned to South Australia in January 1845 and remained for six months. During these visits to South Australia, Angas travelled with William Giles to the area in the vicinity of the mouth of the River Murray, and with Governor (Sir) George Grey to the south-east of the province, Kangaroo Island and Port Lincoln. Angas recorded these journeys in watercolour drawings which were shown in Adelaide in June 1845 in the Legislative Council chamber.</p>  </div>  </div></div>",,-35.56,138.69,Artwork,,,"Giles, J.W.",1836-1851,NULL
5918,"Encampment of Native Women, near Cape Jervis; and Natives of Encounter Bay","Angas, George French, 1822-1886, artist",http://www.catalog.slsa.sa.gov.au/record=b2110040,http://www.samemory.sa.gov.au/site/page.cfm?c=5918,Encounter Bay,Fleurieu Peninsula,<link>http://images.slsa.sa.gov.au/mpcimgr/15500/B15276_56.jpg</link> ,"<div><div>  <p>This is one of 60 coloured lithographs found in the 1847 edition of 'South Australia Illustrated' by colonial artist George French Angas, together with a descriptive passage for each. The lithograph was created by J.W. Giles from Angas' original painting. The date assigned is assumed to be approximately when the lithographs were created; the original paintings were done in earlier years.</p>  <div>  <p>George French Angas (1822-1886), naturalist and painter, was born on 25 April 1822 at Newcastle upon Tyne, England, fourth child and eldest son of George Fife Angas and his wife Rosetta, née French. George French Angas sailed for Australia in 1843 in the <em>Augustus</em>, arriving in Adelaide in January 1844.</p>  <p>Angas remained in South Australia until July when he left for New Zealand. He returned to South Australia in January 1845 and remained for six months. During these visits to South Australia, Angas travelled with William Giles to the area in the vicinity of the mouth of the River Murray, and with Governor (Sir) George Grey to the south-east of the province, Kangaroo Island and Port Lincoln. Angas recorded these journeys in watercolour drawings which were shown in Adelaide in June 1845 in the Legislative Council chamber.</p>  </div>  </div></div>",,-35.56,138.69,Artwork,,,"Giles, J.W.",1836-1851,NULL
5919,Falls of Glen Stuart on the Moriatta Creek (Morialta),"Angas, George French, 1822-1886, artist",http://www.catalog.slsa.sa.gov.au/record=b2110041,http://www.samemory.sa.gov.au/site/page.cfm?c=5919,Morialta Falls,Adelaide metropolitan area,<link>http://images.slsa.sa.gov.au/mpcimg/15500/B15276_57.jpg</link> ,"<div><div>  <div>This is one of 60 coloured lithographs found in the 1847 edition of 'South Australia Illustrated' by colonial artist George French Angas, together with a descriptive passage for each. The lithograph was created by J.W. Giles from Angas' original painting. The date assigned is assumed to be approximately when the lithographs were created; the original paintings were done in earlier years.</div>  <div>  <p>George French Angas (1822-1886), naturalist and painter, was born on 25 April 1822 at Newcastle upon Tyne, England, fourth child and eldest son of George Fife Angas and his wife Rosetta, née French. George French Angas sailed for Australia in 1843 in the <em>Augustus</em>, arriving in Adelaide in January 1844.</p>  <p>Angas remained in South Australia until July when he left for New Zealand. He returned to South Australia in January 1845 and remained for six months. During these visits to South Australia, Angas travelled with William Giles to the area in the vicinity of the mouth of the River Murray, and with Governor (Sir) George Grey to the south-east of the province, Kangaroo Island and Port Lincoln. Angas recorded these journeys in watercolour drawings which were shown in Adelaide in June 1845 in the Legislative Council chamber.</p>  </div>  </div></div>",,-34.9,138.7,Artwork,,,"Giles, J.W.",1836-1851,NULL
